danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_pop,artist,genres,track_pop,song_name,release_date
0.801,0.601,8,-7.574,0,0.255,0.0777,0.0000323,0.145,0.74,159.969,audio_features,0hquQWY3xvYqN4qtiquniF,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4,86,Doja Cat,dance_pop pop,87,Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-05-06
0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,audio_features,5YbPxJwPfrj7uswNwoF1pJ,spotify:track:5YbPxJwPfrj7uswNwoF1pJ,https://api.spotify.com/v1/tracks/5YbPxJwPfrj7uswNwoF1pJ,https://api.spotify.com/v1/audio-analysis/5YbPxJwPfrj7uswNwoF1pJ,172342,4,79,Burna Boy,afro_dancehall dancehall nigerian_hip_hop nigerian_pop,81,Last Last,2022-07-07
0.526,0.664,5,-11.902,0,0.162,0.557,0.00000288,0.494,0.132,123.948,audio_features,2HTFsJX14lj7BaKkBzqpTF,spotify:track:2HTFsJX14lj7BaKkBzqpTF,https://api.spotify.com/v1/tracks/2HTFsJX14lj7BaKkBzqpTF,https://api.spotify.com/v1/audio-analysis/2HTFsJX14lj7BaKkBzqpTF,127742,4,52,BRAN,covertronica traprun,44,Too Late,2022-09-02
0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,audio_features,26hOm7dTtBi0TdpDGl141t,spotify:track:26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/tracks/26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/audio-analysis/26hOm7dTtBi0TdpDGl141t,211667,4,86,Joji,viral_pop,90,Die For You,2022-11-04
0.723,0.772,1,-6.784,1,0.0792,0.00524,0.0000115,0.367,0.58,102.004,audio_features,4cacyP5c3PMlfnyjpg13xW,spotify:track:4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/tracks/4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/audio-analysis/4cacyP5c3PMlfnyjpg13xW,146471,4,73,Yung Gravy,minnesota_hip_hop,82,Betty (Get Money),2022-06-10
0.634,0.511,3,-10.843,0,0.0703,0.403,0,0.159,0.24,119.989,audio_features,2hZXL9FpkPhwvTGxwcl115,spotify:track:2hZXL9FpkPhwvTGxwcl115,https://api.spotify.com/v1/tracks/2hZXL9FpkPhwvTGxwcl115,https://api.spotify.com/v1/audio-analysis/2hZXL9FpkPhwvTGxwcl115,148500,4,62,Besomorph,alt_z slap_house traprun,52,Lost Myself To You,2022-07-29
0.687,0.887,1,-5.04,0,0.0826,0.0575,0.00000221,0.27,0.853,114.941,audio_features,2KukL7UlQ8TdvpaA7bY3ZJ,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/tracks/2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/audio-analysis/2KukL7UlQ8TdvpaA7bY3ZJ,278282,4,86,Beyoncé,dance_pop pop r&b,79,BREAK MY SOUL,2022-06-21
0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,audio_features,6CDzDgIUqeDY5g8ujExx2f,spotify:track:6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/tracks/6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/audio-analysis/6CDzDgIUqeDY5g8ujExx2f,238805,4,77,Glass Animals,gauze_pop indietronica shiver_pop,83,Heat Waves,2020-06-29
0.764,0.705,3,-5.279,0,0.0278,0.0371,0.0000194,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4,74,WILLOW,afrofuturism pop post-teen_pop,82,Wait a Minute!,2015-01-11
0.72,0.75,1,-2.731,0,0.0495,0.098,0.0000472,0.0931,0.731,85.001,audio_features,1nFRGGmKifY0EKw9e6dmFL,spotify:track:1nFRGGmKifY0EKw9e6dmFL,https://api.spotify.com/v1/tracks/1nFRGGmKifY0EKw9e6dmFL,https://api.spotify.com/v1/audio-analysis/1nFRGGmKifY0EKw9e6dmFL,173647,4,35,3409,unknown,43,Criss Cross,2022-09-28
0.44,0.317,8,-9.258,1,0.0531,0.891,0.00000478,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3,86,Joji,viral_pop,91,Glimpse of Us,2022-06-10
0.529,0.673,0,-4.711,1,0.175,0.000307,0.00000241,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4,97,Drake,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,90,Jimmy Cooks (feat. 21 Savage),2022-06-17
0.465,0.26,0,-8.179,0,0.031,0.475,0,0.138,0.259,116.642,audio_features,18zQTt3ifDv6iLni2YuXMg,spotify:track:18zQTt3ifDv6iLni2YuXMg,https://api.spotify.com/v1/tracks/18zQTt3ifDv6iLni2YuXMg,https://api.spotify.com/v1/audio-analysis/18zQTt3ifDv6iLni2YuXMg,213333,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,80,Born Again,2022-11-11
0.549,0.609,9,-8.613,0,0.0927,0.54,0,0.193,0.295,119.967,audio_features,0RmUjfvAxzX7fuCONnFcSo,spotify:track:0RmUjfvAxzX7fuCONnFcSo,https://api.spotify.com/v1/tracks/0RmUjfvAxzX7fuCONnFcSo,https://api.spotify.com/v1/audio-analysis/0RmUjfvAxzX7fuCONnFcSo,150500,4,62,Besomorph,alt_z slap_house traprun,49,When Angels Lie,2022-08-04
0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,spotify:track:1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/tracks/1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/audio-analysis/1r9xUipOqoNwggBpENDsvJ,173381,4,87,Imagine Dragons,modern_rock rock,85,Enemy (with JID) - from the series Arcane League of Legends,2021-10-28
0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,audio_features,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4,97,Bad Bunny,reggaeton trap_latino,95,Tití Me Preguntó,2022-05-06
0.511,0.594,1,-4.799,0,0.0316,0.651,0.177,0.249,0.143,94.473,audio_features,6GD1eomgaGT1Epto6Q5eAo,spotify:track:6GD1eomgaGT1Epto6Q5eAo,https://api.spotify.com/v1/tracks/6GD1eomgaGT1Epto6Q5eAo,https://api.spotify.com/v1/audio-analysis/6GD1eomgaGT1Epto6Q5eAo,209260,3,78,JVKE,modern_indie_pop pop,72,golden hour,2022-07-15
0.576,0.826,2,-4.935,1,0.0633,0.276,0.00000172,0.445,0.669,88.046,audio_features,6fdaJCEgvQD63WgHALaLrw,spotify:track:6fdaJCEgvQD63WgHALaLrw,https://api.spotify.com/v1/tracks/6fdaJCEgvQD63WgHALaLrw,https://api.spotify.com/v1/audio-analysis/6fdaJCEgvQD63WgHALaLrw,182727,4,55,Arc North,covertronica gaming_edm pop_edm slap_house,47,Broken Roads,2022-07-29
0.362,0.54,10,-6.031,1,0.0528,0.338,0,0.139,0.3,78.007,audio_features,1ei3hzQmrgealgRKFxIcWn,spotify:track:1ei3hzQmrgealgRKFxIcWn,https://api.spotify.com/v1/tracks/1ei3hzQmrgealgRKFxIcWn,https://api.spotify.com/v1/audio-analysis/1ei3hzQmrgealgRKFxIcWn,216410,3,72,Benson Boone,pop,84,In The Stars,2022-04-29
0.68,0.922,0,-1.215,1,0.121,0.103,0,0.0877,0.799,125.014,audio_features,2gYj9lubBorOPIVWsTXugG,spotify:track:2gYj9lubBorOPIVWsTXugG,https://api.spotify.com/v1/tracks/2gYj9lubBorOPIVWsTXugG,https://api.spotify.com/v1/audio-analysis/2gYj9lubBorOPIVWsTXugG,176973,4,73,IVE,k-pop_girl_group,85,After LIKE,2022-08-22
0.686,0.824,11,-6.41,0,0.0607,0.228,0.0000799,0.316,0.899,149.966,audio_features,4ZTqBmmd5TDYNBtmwgHaZS,spotify:track:4ZTqBmmd5TDYNBtmwgHaZS,https://api.spotify.com/v1/tracks/4ZTqBmmd5TDYNBtmwgHaZS,https://api.spotify.com/v1/audio-analysis/4ZTqBmmd5TDYNBtmwgHaZS,144000,4,47,Meric,unknown,47,if I was YOU,2022-09-02
0.9,0.509,1,-6.647,1,0.257,0.115,0.00000167,0.0937,0.765,100.007,audio_features,27ZZdyTSQWI7Cug2d2PkqV,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/tracks/27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/audio-analysis/27ZZdyTSQWI7Cug2d2PkqV,99283,4,70,Armani White,indie_hip_hop,87,BILLIE EILISH.,2022-05-19
0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,audio_features,1BSMpVGWs3v5BZKnAQziAc,spotify:track:1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/tracks/1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/audio-analysis/1BSMpVGWs3v5BZKnAQziAc,185681,4,83,Charlie Puth,dance_pop pop viral_pop,65,Light Switch,2022-01-20
0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,0.0899,185.727,audio_features,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,184448,3,75,Elley Duhé,alt_z pop,88,MIDDLE OF THE NIGHT,2020-01-10
0.501,0.576,4,-9.882,0,0.0728,0.434,0,0.118,0.713,180.175,audio_features,4oJO1HOU7jOT64onXlZk83,spotify:track:4oJO1HOU7jOT64onXlZk83,https://api.spotify.com/v1/tracks/4oJO1HOU7jOT64onXlZk83,https://api.spotify.com/v1/audio-analysis/4oJO1HOU7jOT64onXlZk83,123333,4,62,Besomorph,alt_z slap_house traprun,54,So Low,2022-07-01
0.905,0.563,8,-6.135,1,0.102,0.0254,0.00000971,0.113,0.324,106.998,audio_features,1rDQ4oMwGJI7B4tovsBOxc,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/tracks/1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/audio-analysis/1rDQ4oMwGJI7B4tovsBOxc,173948,4,81,Jack Harlow,deep_underground_hip_hop kentucky_hip_hop pop rap,74,First Class,2022-04-08
0.796,0.798,1,-6.312,1,0.0317,0.034,0.0000419,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4,83,Elton John,glam_rock mellow_gold piano_rock,86,Cold Heart - PNAU Remix,2021-08-13
0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4,81,Lil Nas X,lgbtq+_hip_hop pop,85,THATS WHAT I WANT,2021-09-17
0.457,0.956,0,-4.388,1,0.0982,0.00443,0.0000334,0.129,0.532,175.843,audio_features,0AWSTYUVy6mpqdV4xLeqzq,spotify:track:0AWSTYUVy6mpqdV4xLeqzq,https://api.spotify.com/v1/tracks/0AWSTYUVy6mpqdV4xLeqzq,https://api.spotify.com/v1/audio-analysis/0AWSTYUVy6mpqdV4xLeqzq,239318,4,47,Meric,unknown,46,When Will I,2022-07-08
0.937,0.793,11,-4.431,0,0.115,0.0453,0,0.341,0.794,106.022,audio_features,4pi1G1x8tl9VfdD9bL3maT,spotify:track:4pi1G1x8tl9VfdD9bL3maT,https://api.spotify.com/v1/tracks/4pi1G1x8tl9VfdD9bL3maT,https://api.spotify.com/v1/audio-analysis/4pi1G1x8tl9VfdD9bL3maT,172540,4,71,Latto,pop rap trap_queen,68,Big Energy,2022-03-25
0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,audio_features,3GYlZ7tbxLOxe6ewMNVTkw,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/tracks/3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/audio-analysis/3GYlZ7tbxLOxe6ewMNVTkw,281381,4,88,Billie Eilish,art_pop electropop pop,86,TV,2022-07-21
0.647,0.686,3,-5.745,0,0.0413,0.08,0.00000134,0.528,0.268,79.928,audio_features,3k3NWokhRRkEPhCzPmV8TW,spotify:track:3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,258299,4,97,Bad Bunny,reggaeton trap_latino,93,Ojitos Lindos,2022-05-06
0.693,0.745,9,-5.959,0,0.188,0.0872,0,0.148,0.663,150.06,audio_features,6xUwKT1nmDl56q98hoE5mV,spotify:track:6xUwKT1nmDl56q98hoE5mV,https://api.spotify.com/v1/tracks/6xUwKT1nmDl56q98hoE5mV,https://api.spotify.com/v1/audio-analysis/6xUwKT1nmDl56q98hoE5mV,196010,4,57,RIELL,unknown,38,End It,2022-06-24
0.602,0.525,7,-6.765,0,0.0504,0.81,0,0.0943,0.548,136.932,audio_features,0vwF1PVvU7EJpKKGRDgdaQ,spotify:track:0vwF1PVvU7EJpKKGRDgdaQ,https://api.spotify.com/v1/tracks/0vwF1PVvU7EJpKKGRDgdaQ,https://api.spotify.com/v1/audio-analysis/0vwF1PVvU7EJpKKGRDgdaQ,154147,4,76,Becky Hill,dance_pop edm pop pop_dance pop_house tropical_house uk_dance,72,Remember - Acoustic / Sped Up,2022-10-21
0.559,0.559,11,-6.425,1,0.0358,0.0145,0,0.138,0.338,72.498,audio_features,2m6Ko3CY1qXNNja8AlugNc,spotify:track:2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,220780,4,75,Troye Sivan,australian_pop dance_pop pop viral_pop,80,Angel Baby,2021-09-09
0.613,0.88,5,-4.135,1,0.0338,0.0237,0,0.312,0.599,119.991,audio_features,6jFXAkPrSE3dD3VyypzbTZ,spotify:track:6jFXAkPrSE3dD3VyypzbTZ,https://api.spotify.com/v1/tracks/6jFXAkPrSE3dD3VyypzbTZ,https://api.spotify.com/v1/audio-analysis/6jFXAkPrSE3dD3VyypzbTZ,152375,4,47,Meric,unknown,44,Sensation,2022-07-29
0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,audio_features,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/audio-analysis/0T5iIrXA4p5GsubkhuBIKV,177720,3,76,Stephen Sanchez,gen_z_singer-songwriter pop,88,Until I Found You,2021-09-01
0.845,0.797,1,-4.984,1,0.139,0.0582,0.00000557,0.167,0.422,121.985,audio_features,7fZBQnc0zXwVybgCIrQQil,spotify:track:7fZBQnc0zXwVybgCIrQQil,https://api.spotify.com/v1/tracks/7fZBQnc0zXwVybgCIrQQil,https://api.spotify.com/v1/audio-analysis/7fZBQnc0zXwVybgCIrQQil,151475,4,75,Imanbek,dance_pop edm electro_house pop_dance slap_house tropical_house,85,Belly Dancer,2022-02-18
0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,audio_features,6bQfNiqyCX7UaQSvVVGo4I,spotify:track:6bQfNiqyCX7UaQSvVVGo4I,https://api.spotify.com/v1/tracks/6bQfNiqyCX7UaQSvVVGo4I,https://api.spotify.com/v1/audio-analysis/6bQfNiqyCX7UaQSvVVGo4I,207853,4,89,Ed Sheeran,pop uk_pop,6,Shivers,2021-09-10
